         584629 function calls (568917 primitive calls) in 0.340 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      116    0.000    0.000    0.000    0.000 font_manager.py:1145(score_style)
        4    0.000    0.000    0.000    0.000 legend.py:954(_auto_legend_data)
       59    0.000    0.000    0.000    0.000 lines.py:1211(set_markeredgecolor)
        5    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       13    0.000    0.000    0.000    0.000 patches.py:314(_set_edgecolor)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        3    0.000    0.000    0.000    0.000 transforms.py:1719(set)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        2    0.000    0.000    0.000    0.000 pyplot.py:1023(get_fignums)
       14    0.000    0.000    0.000    0.000 spines.py:135(get_patch_transform)
       11    0.000    0.000    0.000    0.000 transforms.py:2324(blended_transform_factory)
        2    0.000    0.000    0.000    0.000 _base.py:1515(_set_title_offset_trans)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:844(values)
        5    0.000    0.000    0.000    0.000 function_base.py:2285(__init__)
      116    0.000    0.000    0.000    0.000 font_manager.py:1209(score_size)
      104    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:1800(__init__)
       51    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
      122    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      123    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       73    0.000    0.000    0.000    0.000 stride_tricks.py:476(_broadcast_arrays_dispatcher)
        2    0.000    0.000    0.000    0.000 axis.py:1364(<listcomp>)
       78    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 axis.py:2298(_init)
       30    0.000    0.000    0.000    0.000 text.py:898(get_position)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       44    0.000    0.000    0.000    0.000 backend_bases.py:939(set_dashes)
      6/4    0.000    0.000    0.006    0.002 axis.py:575(__get__)
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 deprecation.py:128(deprecate)
      101    0.000    0.000    0.000    0.000 path.py:254(should_simplify)
        3    0.000    0.000    0.005    0.002 _base.py:3157(grid)
        7    0.000    0.000    0.000    0.000 offsetbox.py:217(__init__)
       10    0.000    0.000    0.000    0.000 offsetbox.py:665(get_bbox)
       10    0.000    0.000    0.002    0.000 offsetbox.py:297(get_offset)
       73    0.000    0.000    0.000    0.000 cbook.py:1633(<lambda>)
        8    0.000    0.000    0.001    0.000 spines.py:292(draw)
     14/8    0.000    0.000    0.000    0.000 offsetbox.py:239(axes)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
        2    0.000    0.000    0.000    0.000 inspect.py:744(cleandoc)
       18    0.000    0.000    0.000    0.000 ticker.py:236(set_locs)
       33    0.000    0.000    0.000    0.000 transforms.py:252(y0)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2645(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:694(__init__)
      140    0.000    0.000    0.000    0.000 backend_bases.py:187(close_group)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       11    0.000    0.000    0.000    0.000 axis.py:494(_get_text2_transform)
       11    0.000    0.000    0.000    0.000 patches.py:453(set_capstyle)
        6    0.000    0.000    0.000    0.000 _base.py:72(wrapper)
       16    0.000    0.000    0.000    0.000 transforms.py:1966(clear)
        1    0.000    0.000    0.000    0.000 _base.py:2860(<listcomp>)
        4    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        7    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
       18    0.000    0.000    0.000    0.000 ticker.py:1737(__call__)
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
       69    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.001    0.001 legend_handler.py:285(create_artists)
        6    0.000    0.000    0.000    0.000 axis.py:2202(_get_ticks_position)
        1    0.000    0.000    0.000    0.000 _base.py:873(_set_lim_and_transforms)
     26/2    0.000    0.000    0.000    0.000 transforms.py:2377(_invalidate_internal)
       67    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
       13    0.000    0.000    0.000    0.000 patches.py:340(_set_facecolor)
       70    0.000    0.000    0.000    0.000 backend_bases.py:1012(set_snap)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
      104    0.000    0.000    0.000    0.000 backend_bases.py:886(get_snap)
       98    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 backend_bases.py:1989(_switch_canvas_and_return_print_method)
       11    0.000    0.000    0.000    0.000 axis.py:491(_get_text1_transform)
        8    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
        2    0.000    0.000    0.003    0.002 axis.py:1108(set_clip_path)
        4    0.000    0.000    0.000    0.000 spines.py:299(set_position)
        8    0.000    0.000    0.000    0.000 core.py:587(filled)
        1    0.000    0.000    0.022    0.022 function_base.py:2374(_get_ufunc_and_otypes)
        1    0.000    0.000    0.096    0.096 figure.py:3234(savefig)
        4    0.000    0.000    0.000    0.000 shape_base.py:139(atleast_3d)
       70    0.000    0.000    0.000    0.000 artist.py:664(get_sketch_params)
       32    0.000    0.000    0.000    0.000 inspect.py:2969(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:213(_get_version)
      104    0.000    0.000    0.000    0.000 backend_bases.py:1038(get_hatch_color)
       52    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
      104    0.000    0.000    0.000    0.000 backend_bases.py:807(restore)
      116    0.000    0.000    0.000    0.000 font_manager.py:1162(score_variant)
       59    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
        4    0.000    0.000    0.001    0.000 spines.py:432(linear_spine)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 _base.py:401(_plot_args)
      148    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      104    0.000    0.000    0.000    0.000 backend_bases.py:1027(get_hatch)
        4    0.000    0.000    0.000    0.000 transforms.py:585(count_overlaps)
        8    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
      101    0.000    0.000    0.000    0.000 path.py:242(simplify_threshold)
       90    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
        2    0.000    0.000    0.002    0.001 scale.py:103(set_default_locators_and_formatters)
        8    0.000    0.000    0.000    0.000 inspect.py:3252(signature)
        1    0.000    0.000    0.000    0.000 _axes.py:104(set_title)
       34    0.000    0.000    0.000    0.000 text.py:805(get_color)
        6    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        6    0.000    0.000    0.001    0.000 axis.py:237(set_clip_path)
        2    0.000    0.000    0.000    0.000 ticker.py:2034(set_params)
       19    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
      104    0.000    0.000    0.000    0.000 backend_bases.py:1050(get_sketch_params)
        7    0.000    0.000    0.000    0.000 pyplot.py:987(gcf)
        7    0.000    0.000    0.000    0.000 _pylab_helpers.py:100(get_active)
       38    0.000    0.000    0.000    0.000 {built-in method math.floor}
        5    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        1    0.000    0.000    0.000    0.000 numeric.py:341(full_like)
        7    0.000    0.000    0.004    0.001 __init__.py:108(import_module)
        1    0.000    0.000    0.000    0.000 figure.py:186(__init__)
        1    0.000    0.000    0.000    0.000 backend_gtk4.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.016    0.016 ImageFile.py:517(_save)
       29    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        9    0.000    0.000    0.000    0.000 transforms.py:2421(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 backend_agg.py:86(_update_methods)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:782(_construct_doc)
       10    0.000    0.000    0.000    0.000 transforms.py:1602(transform_path_affine)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        2    0.000    0.000    0.001    0.000 _base.py:3316(tick_params)
        1    0.000    0.000    0.001    0.001 Image.py:574(_copy)
        2    0.000    0.000    0.000    0.000 patches.py:2492(__call__)
       10    0.000    0.000    0.000    0.000 axis.py:1091(<dictcomp>)
      104    0.000    0.000    0.000    0.000 backend_bases.py:1046(get_hatch_linewidth)
        2    0.000    0.000    0.000    0.000 figure.py:283(get_children)
        2    0.000    0.000    0.001    0.001 ticker.py:425(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
       75    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       63    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
       56    0.000    0.000    0.000    0.000 artist.py:597(get_url)
       16    0.000    0.000    0.000    0.000 offsetbox.py:516(<listcomp>)
        1    0.000    0.000    0.002    0.002 cbook.py:35(_get_running_interactive_framework)
        1    0.000    0.000    0.002    0.002 _axes.py:204(legend)
       16    0.000    0.000    0.000    0.000 offsetbox.py:518(<listcomp>)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       11    0.000    0.000    0.000    0.000 markers.py:771(_set_tickright)
        1    0.000    0.000    0.014    0.014 figure.py:658(add_subplot)
        9    0.000    0.000    0.000    0.000 pstats.py:47(__new__)
       56    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.000    0.000 patches.py:734(get_path)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
       28    0.000    0.000    0.000    0.000 offsetbox.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
        7    0.000    0.000    0.000    0.000 patches.py:493(set_hatch)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        5    0.000    0.000    0.000    0.000 Image.py:3418(register_open)
        6    0.000    0.000    0.000    0.000 ticker.py:672(get_offset)
       56    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        8    0.000    0.000    0.000    0.000 axis.py:434(_get_text1_transform)
        1    0.000    0.000    0.001    0.001 backend_bases.py:3404(new_figure_manager)
        6    0.000    0.000    0.000    0.000 axis.py:2485(get_ticks_position)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:819(set_figure)
        1    0.000    0.000    0.000    0.000 backend_agg.py:58(RendererAgg)
        4    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        8    0.000    0.000    0.000    0.000 inspect.py:2998(from_callable)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      7/1    0.000    0.000    0.000    0.000 offsetbox.py:227(set_figure)
       26    0.000    0.000    0.000    0.000 markers.py:383(get_snap_threshold)
       34    0.000    0.000    0.000    0.000 backend_bases.py:820(get_antialiased)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2096(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 backend_agg.py:368(FigureCanvasAgg)
       14    0.000    0.000    0.000    0.000 cbook.py:2309(_unpack_to_numpy)
       34    0.000    0.000    0.000    0.000 artist.py:834(get_alpha)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        6    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:1893(set_major_locator)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:1(<module>)
       12    0.000    0.000    0.000    0.000 patches.py:329(set_edgecolor)
       19    0.000    0.000    0.000    0.000 _methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 _base.py:2300(add_line)
        4    0.000    0.000    0.000    0.000 path.py:657(intersects_bbox)
        6    0.000    0.000    0.000    0.000 axis.py:1700(update_units)
        2    0.000    0.000    0.000    0.000 legend.py:1251(_get_legend_handles)
        1    0.000    0.000    0.000    0.000 {built-in method now}
       30    0.000    0.000    0.000    0.000 image.py:124(<genexpr>)
       21    0.000    0.000    0.000    0.000 offsetbox.py:342(get_children)
        1    0.000    0.000    0.001    0.001 _axes.py:1479(plot)
        2    0.000    0.000    0.002    0.001 axis.py:794(_set_scale)
       14    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        8    0.000    0.000    0.000    0.000 inspect.py:1349(formatannotation)
        4    0.000    0.000    0.000    0.000 _base.py:1074(get_position)
        3    0.000    0.000    0.007    0.002 pyplot.py:270(_get_backend_mod)
     12/8    0.000    0.000    0.003    0.000 offsetbox.py:484(<listcomp>)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
       18    0.000    0.000    0.000    0.000 axis.py:746(<listcomp>)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        6    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        8    0.000    0.000    0.000    0.000 markers.py:779(_set_tickup)
       28    0.000    0.000    0.000    0.000 backend_bases.py:930(set_clip_rectangle)
        6    0.000    0.000    0.014    0.002 figure.py:1647(gca)
        6    0.000    0.000    0.000    0.000 text.py:239(_get_xy_display)
        2    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        7    0.000    0.000    0.000    0.000 cbook.py:2175(_backend_module_name)
       36    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        8    0.000    0.000    0.000    0.000 typing.py:986(__setattr__)
        4    0.000    0.000    0.000    0.000 _base.py:1171(_set_artist_props)
        2    0.000    0.000    0.000    0.000 dataclasses.py:227(_recursive_repr)
        9    0.000    0.000    0.000    0.000 transforms.py:2646(get_matrix)
       40    0.000    0.000    0.000    0.000 transforms.py:142(<dictcomp>)
       18    0.000    0.000    0.000    0.000 transforms.py:272(y1)
        2    0.000    0.000    0.000    0.000 _base.py:226(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:322(min)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        2    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
        6    0.000    0.000    0.000    0.000 spines.py:594(__len__)
       38    0.000    0.000    0.000    0.000 patches.py:767(rotation_point)
       10    0.000    0.000    0.000    0.000 PngImagePlugin.py:143(_crc32)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(get_subplot_params)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        8    0.000    0.000    0.000    0.000 axis.py:734(_get_shared_axes)
       18    0.000    0.000    0.000    0.000 axis.py:755(get_remove_overlapping_locs)
        8    0.000    0.000    0.000    0.000 inspect.py:3014(replace)
        3    0.000    0.000    0.000    0.000 figure.py:2611(set_layout_engine)
        1    0.000    0.000    0.000    0.000 _base.py:3497(get_xbound)
        2    0.000    0.000    0.000    0.000 axis.py:1909(set_minor_locator)
       11    0.000    0.000    0.000    0.000 cbook.py:229(_connect_picklable)
        1    0.000    0.000    0.000    0.000 _base.py:3432(set_xlabel)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:701(_construct_argparser)
        4    0.000    0.000    0.000    0.000 offsetbox.py:421(__init__)
        2    0.000    0.000    0.007    0.003 __init__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
        1    0.000    0.000    0.000    0.000 _base.py:2328(_update_line_limits)
       11    0.000    0.000    0.000    0.000 Image.py:3472(register_extension)
        7    0.000    0.000    0.000    0.000 inspect.py:2721(__str__)
        9    0.000    0.000    0.000    0.000 dataclasses.py:448(_field_init)
       40    0.000    0.000    0.000    0.000 transforms.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1860(_attach_methods)
        4    0.000    0.000    0.000    0.000 axis.py:848(limit_range_for_scale)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       16    0.000    0.000    0.000    0.000 offsetbox.py:521(<listcomp>)
        1    0.000    0.000    0.001    0.001 _base.py:1213(<dictcomp>)
       54    0.000    0.000    0.000    0.000 fromnumeric.py:3265(_round_dispatcher)
       61    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.frompyfunc}
       34    0.000    0.000    0.000    0.000 backend_bases.py:672(flipy)
        2    0.000    0.000    0.000    0.000 ticker.py:1974(__init__)
        1    0.000    0.000    0.001    0.001 _distn_infrastructure.py:460(__init__)
       14    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
        1    0.000    0.000    0.096    0.096 backend_bases.py:2043(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:858(update_from_path)
        4    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _base.py:3041(<listcomp>)
        7    0.000    0.000    0.000    0.000 artist.py:906(set_clip_on)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 figure.py:126(__init__)
        6    0.000    0.000    0.014    0.002 pyplot.py:2538(gca)
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
        2    0.000    0.000    0.002    0.001 offsetbox.py:395(get_window_extent)
        2    0.000    0.000    0.000    0.000 cbook.py:539(_get_data_path)
        6    0.000    0.000    0.000    0.000 ticker.py:1633(nonsingular)
       17    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
       28    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        6    0.000    0.000    0.000    0.000 re.py:288(_compile)
        8    0.000    0.000    0.000    0.000 axis.py:437(_get_text2_transform)
       12    0.000    0.000    0.000    0.000 offsetbox.py:486(<listcomp>)
        7    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:1038(_gcd_import)
        2    0.000    0.000    0.000    0.000 typing.py:146(_type_check)
        6    0.000    0.000    0.000    0.000 axis.py:1590(get_major_locator)
        1    0.000    0.000    0.000    0.000 legend.py:649(set_loc)
        3    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        1    0.000    0.000    0.000    0.000 figure.py:977(clear)
       12    0.000    0.000    0.000    0.000 patches.py:347(set_facecolor)
        2    0.000    0.000    0.000    0.000 legend.py:639(_set_artist_props)
        2    0.000    0.000    0.000    0.000 _base.py:233(__call__)
        2    0.000    0.000    0.000    0.000 backend_agg.py:274(clear)
        7    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.002    0.002 cProfile.py:41(print_stats)
       58    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
        5    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        7    0.000    0.000    0.000    0.000 offsetbox.py:279(set_offset)
       10    0.000    0.000    0.000    0.000 dataclasses.py:817(_set_qualname)
        8    0.000    0.000    0.000    0.000 patches.py:301(set_antialiased)
        1    0.000    0.000    0.001    0.001 backend_qtagg.py:1(<module>)
       12    0.000    0.000    0.000    0.000 offsetbox.py:490(<listcomp>)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:1877(_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 patches.py:3823(__init__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        9    0.000    0.000    0.000    0.000 dataclasses.py:286(__init__)
       12    0.000    0.000    0.000    0.000 offsetbox.py:488(<listcomp>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        2    0.000    0.000    0.000    0.000 Image.py:820(load)
        6    0.000    0.000    0.000    0.000 cbook.py:1695(safe_isfinite)
        5    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        4    0.000    0.000    0.000    0.000 path.py:734(unit_rectangle)
        1    0.000    0.000    0.000    0.000 pstats.py:73(Stats)
        6    0.000    0.000    0.000    0.000 text.py:586(set_clip_box)
        4    0.000    0.000    0.000    0.000 axis.py:2269(setter)
        8    0.000    0.000    0.000    0.000 dataclasses.py:824(_set_new_attribute)
        1    0.000    0.000    0.001    0.001 legend_handler.py:103(legend_artist)
        2    0.000    0.000    0.000    0.000 transforms.py:985(intervalx)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2416(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        4    0.000    0.000    0.000    0.000 figure.py:2736(axes)
        1    0.000    0.000    0.000    0.000 _base.py:342(_makeline)
        1    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
       25    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       18    0.000    0.000    0.000    0.000 numeric.py:2245(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 Image.py:2983(frombuffer)
        3    0.000    0.000    0.000    0.000 __init__.py:711(__setitem__)
        7    0.000    0.000    0.000    0.000 spines.py:591(__iter__)
        1    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
       38    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 dataclasses.py:367(field)
        1    0.000    0.000    0.000    0.000 colors.py:409(to_rgba_array)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:865(sort)
        1    0.000    0.000    0.000    0.000 gridspec.py:561(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:62(BmpImageFile)
        1    0.000    0.000    0.000    0.000 _base.py:3513(set_xbound)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
       29    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _base.py:3123(set_axisbelow)
        2    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
        2    0.000    0.000    0.000    0.000 inspect.py:1712(_shadowed_dict)
       24    0.000    0.000    0.000    0.000 transforms.py:2119(get_matrix)
       24    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 dataclasses.py:587(_repr_fn)
       20    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        4    0.000    0.000    0.000    0.000 transforms.py:955(x0)
        1    0.000    0.000    0.001    0.001 axis.py:2294(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1016(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1064(resolve)
        1    0.000    0.000    0.000    0.000 patches.py:2230(__new__)
        2    0.000    0.000    0.000    0.000 posixpath.py:392(realpath)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3461(export)
        2    0.000    0.000    0.000    0.000 offsetbox.py:647(set_offset)
       42    0.000    0.000    0.000    0.000 inspect.py:2687(name)
        2    0.000    0.000    0.000    0.000 ticker.py:2159(view_limits)
       13    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
        1    0.000    0.000    0.015    0.015 pyplot.py:3582(plot)
        4    0.000    0.000    0.000    0.000 offsetbox.py:203(<listcomp>)
        7    0.000    0.000    0.000    0.000 __init__.py:185(keys)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _base.py:314(_getdefaults)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:862(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:2905(new)
        4    0.000    0.000    0.000    0.000 qt_compat.py:69(_setup_pyqt5plus)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:687(_attach_argparser_methods)
        6    0.000    0.000    0.000    0.000 axis.py:790(get_scale)
        1    0.000    0.000    0.000    0.000 typing.py:1138(__getitem__)
        4    0.000    0.000    0.000    0.000 transforms.py:327(max)
        1    0.000    0.000    0.000    0.000 transforms.py:1400(contains_branch_seperately)
        5    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 _base.py:852(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 backend_bases.py:173(__init__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:249(validate_backend)
       18    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:3766(set_ybound)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:635(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:786(_add_axes_internal)
        6    0.000    0.000    0.000    0.000 figure.py:105(current)
        2    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:1297(_parse_legend_args)
        7    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
        1    0.000    0.000    0.008    0.008 pyplot.py:462(new_figure_manager)
        1    0.000    0.000    0.000    0.000 pstats.py:67(StatsProfile)
        1    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        3    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
       30    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.140    0.140 pyplot.py:1129(savefig)
        1    0.000    0.000    0.000    0.000 _base.py:1761(set_box_aspect)
        1    0.000    0.000    0.000    0.000 Image.py:400(_getencoder)
        6    0.000    0.000    0.000    0.000 dataclasses.py:400(_tuple_str)
       19    0.000    0.000    0.000    0.000 axis.py:158(<dictcomp>)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:2589(_ptp_dispatcher)
        8    0.000    0.000    0.000    0.000 legend.py:1190(<genexpr>)
        6    0.000    0.000    0.000    0.000 re.py:187(match)
        1    0.000    0.000    0.000    0.000 shape_base.py:1185(tile)
       26    0.000    0.000    0.000    0.000 lines.py:609(get_markevery)
       26    0.000    0.000    0.000    0.000 markers.py:303(get_marker)
        2    0.000    0.000    0.000    0.000 ticker.py:2858(__init__)
        2    0.000    0.000    0.000    0.000 core.py:671(getdata)
        6    0.000    0.000    0.000    0.000 inspect.py:1684(_static_getmro)
        1    0.000    0.000    0.000    0.000 pstats.py:117(init)
        2    0.000    0.000    0.000    0.000 axis.py:1152(get_inverted)
        2    0.000    0.000    0.000    0.000 scale.py:707(scale_factory)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        9    0.000    0.000    0.000    0.000 dataclasses.py:645(_is_classvar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:86(update_prop)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
